0,50,50,970,3.45,1.29,48.96,T,,,,,,,
0,50,50,1000,3.34,1.27,49.64,T,,,,,,,
0,50,50,1030,3.12,1.26,49.27,T,,,,,,,
0,40,60,970,3.61,1.33,46.65,T,,,,,,,
0,40,60,1000,3.56,1.32,47.61,T,,,,,,,
0,40,60,1030,3.71,1.32,47.94,T,,,,,,,
0,30,70,970,4.26,1.4,45.73,T,,,,,,,
0,30,70,1000,4.21,1.43,43.38,T,,,,,,,
0,30,70,1030,4.82,1.41,45.55,T,,,,,,,
0,0,100,970,8.58,1.57,41.56,T,,,,,,,
0,0,100,1000,8.19,1.54,42.21,T,,,,,,,
0,0,100,1030,7.96,1.53,42.86,T,,,,,,,
0,10,90,970,7.94,1.47,46.2,V,,,,,,,
0,10,90,1000,10.79,1.49,44.13,V,,,,,,,
0,10,90,1030,11.96,1.5,41.97,V,,,,,,,
0,20,80,970,5.99,1.45,46,V,,,,,,,
0,20,80,1000,8.71,1.47,40.95,V,,,,,,,
0,20,80,1030,11.29,1.47,43.55,V,,,,,,,
20,60,20,970,7.72,1.29,47.62,T,,,,,,,
20,60,20,1000,8.7,1.31,45.59,T,,,,,,,
20,60,20,1030,11.92,1.32,43.53,T,,,,,,,
20,50,30,970,8.6,1.34,46.35,T,,,,,,,
20,50,30,1000,9.3,1.35,45.12,T,,,,,,,
20,50,30,1030,10.05,1.37,44.05,T,,,,,,,
20,45,35,970,6.18,1.33,45.36,T,,,,,,,
20,45,35,1000,7.23,1.34,46.12,T,,,,,,,
20,45,35,1030,8.08,1.36,47.86,T,,,,,,,
20,30,50,970,12.44,1.45,42.24,T,,,,,,,
20,30,50,1000,17.56,1.46,41.45,T,,,,,,,
20,30,50,1030,22.03,1.48,39.81,T,,,,,,,
20,20,60,970,10.97,1.43,44.4,T,,,,,,,
20,20,60,1000,14.08,1.45,43.17,T,,,,,,,
20,20,60,1030,16.1,1.48,41.65,T,,,,,,,
22.5,55,22.5,970,7.69,1.27,48.2,T,,,,,,,
22.5,55,22.5,1000,9.36,1.3,45.87,T,,,,,,,
22.5,55,22.5,1030,12.15,1.3,44.13,T,,,,,,,
25,55,20,970,8.05,1.32,47.05,T,,,,,,,
25,55,20,1000,8.96,1.34,46.21,T,,,,,,,
25,55,20,1030,9.86,1.35,45.4,T,,,,,,,
25,50,25,970,9.1,1.37,45.14,T,,,,,,,
25,50,25,1000,10.21,1.37,43.53,T,,,,,,,
25,50,25,1030,14.07,1.35,41.68,T,,,,,,,
27,55,18,970,6.65,1.31,47.28,V,,,,,,,
27,55,18,1000,8.71,1.36,46.88,V,,,,,,,
27,55,18,1030,12.65,1.36,43.84,V,,,,,,,
30,20,50,970,14.35,1.45,42.35,T,,,,,,,
30,20,50,1000,15.68,1.46,40.18,T,,,,,,,
30,20,50,1030,17.08,1.48,38.78,T,,,,,,,
30,30,40,970,16.59,1.52,39.27,V,,,,,,,
30,30,40,1000,21.1,1.54,36.63,V,,,,,,,
30,30,40,1030,26.03,1.54,35.78,V,,,,,,,
32,50,18,970,8.47,1.38,45.31,V,,,,,,,
32,50,18,1000,10.91,1.42,43.83,V,,,,,8.31,10.53,14.13
32,50,18,1030,15.03,1.42,41.51,V,,,,,,,
35,30,35,970,16.31,1.54,38.67,T,,,,,0.14,0.4,0.52
35,30,35,1000,20.39,1.55,37.3,T,,,,,,,
35,30,35,1030,23.5,1.54,34.94,T,,,,,11.07,18.31,25
37,30,33,970,16.67,1.51,39.58,V,,,,,,,
37,30,33,1000,20.05,1.54,39.76,V,,,,,,,
37,30,33,1030,21.55,1.55,34.34,V,,,,,,,
40,60,0,970,11.93,1.37,44.43,T,,,,,,,
40,60,0,1000,15.71,1.38,41.62,T,,,,,,,
40,60,0,1030,20.7,1.39,38.7,T,,,,,,,
40,40,20,970,17.68,1.53,40.08,T,,,,,,,
40,40,20,1000,18.42,1.55,38.78,T,,,,,,,
40,40,20,1030,19.61,1.57,37.65,T,,,,,,,
40,30,30,970,16.98,1.5,41.22,T,,,,,,,
40,30,30,1000,18.21,1.52,39.56,T,,,,,,,
40,30,30,1030,20.31,1.53,37.68,T,,,,,,,
40,20,40,970,18.81,1.54,39.48,T,,,,,,,
40,20,40,1000,19.86,1.57,37.31,T,,,,,,,
40,20,40,1030,20.69,1.57,34.65,T,,,,,,,
40,55,5,970,9.28,1.39,47.02,V,,,,,,,
40,55,5,1000,11.97,1.41,43,V,,,,,,,
40,55,5,1030,17.64,1.42,41.07,V,,,,,,,
40,45,15,970,16.32,1.49,40.14,V,,,,,,,
40,45,15,1000,16.2,1.51,39.29,V,,,,,,,
40,45,15,1030,20.44,1.54,37.59,V,,,,,,,
45,55,0,970,13.56,1.42,42.52,T,,,,,,,
45,55,0,1000,16.89,1.42,39.88,T,,,,,,,
45,55,0,1030,21.5,1.43,37.58,T,,,,,,,
45,0,55,970,12.47,1.7,35.36,V,,,,,,,
45,0,55,1000,11.55,1.74,32.67,V,,,,,,,
45,0,55,1030,12.17,1.75,33.46,V,,,,,,,
45,25,30,970,18.82,1.55,37.41,V,,,,,,,
45,25,30,1000,22.42,1.57,36.2,V,,,,,,,
45,25,30,1030,22.31,1.58,33.73,V,,,,,,,
50,50,0,970,16.56,1.48,41.12,T,,,,,,,
50,50,0,1000,18.32,1.5,38.92,T,,,,,,,
50,50,0,1030,21.7,1.51,36.62,T,,,,,,,
50,30,20,970,18.64,1.52,39.51,T,,,,,,,
50,30,20,1000,21.14,1.53,37.89,T,,,,,,,
50,30,20,1030,21.29,1.52,35.34,T,,,,,,,
50,0,50,970,14.46,1.71,35.89,T,,,,,,,
50,0,50,1000,14.34,1.73,35.04,T,,,,,,,
50,0,50,1030,15.3,1.75,33.41,T,,,,,,,
50,40,10,970,23.73,1.58,37.19,V,,,,,,,
50,40,10,1000,25.65,1.62,35.56,V,,,,,,,
50,40,10,1030,28.59,1.62,32.92,V,,,,,,,
50,45,5,970,19.08,1.55,38.93,V,,,,,,,
50,45,5,1000,21.14,1.56,37.6,V,,,,,,,
50,45,5,1030,24.5,1.58,33.9,V,,,,,,,
50,10,40,970,15.59,1.62,35.79,V,,,,,,,
50,10,40,1000,14.47,1.62,36.65,V,,,,,,,
50,10,40,1030,14.1,1.63,33.22,V,,,,,,,
50,20,30,970,19.77,1.59,36.56,V,,,,,,,
50,20,30,1000,22.66,1.61,34.93,V,,,,,,,
50,20,30,1030,22.5,1.61,30.83,V,,,,,,,
52,48,0,970,17.32,1.55,40.33,T,,,,,,,
52,48,0,1000,18.67,1.57,38.47,T,,,,,,,
52,48,0,1030,21.94,1.58,36.11,T,,,,,,,
55,45,0,970,18.47,1.6,39.6,T,,,,,,,
55,45,0,1000,19.68,1.61,37.74,T,,,,,,,
55,45,0,1030,22.47,1.63,35.5,T,,,,,,,
55,40,5,970,23.83,1.62,37.05,V,,,,,,,
55,40,5,1000,25.13,1.64,35.83,V,,,,,,,
55,40,5,1030,28.03,1.65,33.04,V,,,,,,,
60,40,0,970,19.85,1.64,38.36,T,,,,,,,
60,40,0,1000,20.95,1.66,36.73,T,,,,,,,
60,40,0,1030,22.83,1.68,34.54,T,,,,,,,
60,20,20,970,16.15,1.57,37.49,T,,,,,,,
60,20,20,1000,18.24,1.59,34.92,T,,,,,,,
60,20,20,1030,19.7,1.58,31.56,T,,,,,,,
60,30,10,970,23.56,1.62,34.63,V,,,,,,,
60,30,10,1000,26.21,1.64,31.87,V,,,,,,,
60,30,10,1030,26.43,1.64,29.96,V,,,,,,,
60,10,30,970,19.28,1.71,34.78,V,,,,,,,
60,10,30,1000,19.89,1.71,30.17,V,,,,,,,
60,10,30,1030,23.75,1.74,27.75,V,,,,,,,
60,0,40,970,15.69,1.76,34.03,V,,,,,,,
60,0,40,1000,16.43,1.76,35.41,V,,,,,,,
60,0,40,1030,19.4,1.77,33.01,V,,,,,,,
60,35,5,970,25.22,1.66,34.94,V,,,,,,,
60,35,5,1000,26.26,1.69,32.96,V,,,,,,,
60,35,5,1030,28.53,1.68,28.5,V,,,,,,,
65,35,0,970,20.99,1.68,36.89,T,,,,,,,
65,35,0,1000,22.15,1.69,35.42,T,,,,,,,
65,35,0,1030,23.94,1.71,33.74,T,,,,,,,
65,0,35,970,16.82,1.76,33.55,T,,,,,,,
65,0,35,1000,18.14,1.79,33.08,T,,,,,,,
65,0,35,1030,21.17,1.8,30.6,T,,,,,,,
65,15,20,970,16.6,1.65,35.24,V,,,,,,,
65,15,20,1000,19.12,1.65,30.63,V,,,,,,,
65,15,20,1030,21.5,1.68,27.38,V,,,,,,,
68,32,0,970,21.71,1.69,36.06,T,,,,,,,
68,32,0,1000,22.88,1.7,34.62,T,,,,,,,
68,32,0,1030,24.96,1.72,32.91,T,,,,,,,
70,30,0,970,22.64,1.7,35.05,T,,,,,,,
