70,30,0,1000,23.68,1.71,33.92,T,,,,,,,
70,30,0,1030,26.69,1.72,32.18,T,,,,,,,
70,15,15,970,16.37,1.64,36.05,V,,,,,,,
70,15,15,1000,18.78,1.65,33.31,V,,,,,,,
70,15,15,1030,21.08,1.7,32.04,V,,,,,,,
75,25,0,970,27.13,1.71,33.08,T,,,,,,,
75,25,0,1000,28.24,1.72,32.07,T,,,,,,,
75,25,0,1030,30.47,1.74,31.02,T,,,,,,,
75,10,15,970,22.38,1.73,33.78,V,,,,,,,
75,10,15,1000,22.35,1.74,32.3,V,,,,,,,
75,10,15,1030,26.24,1.81,28.25,V,,,,,,,
78,22,0,970,29.86,1.71,32.25,T,,,,,,,
78,22,0,1000,31.18,1.72,31.05,T,,,,,,,
78,22,0,1030,33.54,1.75,30.52,T,,,,,,,
80,20,0,970,31.63,1.72,31.69,T,,,,,,,
80,20,0,1000,32.66,1.73,30.97,T,,,,,,,
80,20,0,1030,35.51,1.77,30.07,T,,,,,,,
80,0,20,970,24.6,1.86,30.22,T,,,,,,,
80,0,20,1000,22.9,1.87,29.78,T,,,,,,,
80,0,20,1030,25.56,1.93,26.8,T,,,,,,,
80,12,8,970,24.15,1.7,35.11,V,,,,,,,
80,12,8,1000,24.78,1.72,33.17,V,,,,,,,
80,12,8,1030,27,1.76,31.87,V,,,,,,,
80,10,10,970,24.19,1.72,34.26,V,,,,,,,
80,10,10,1000,24.11,1.74,32.93,V,,,,,,,
80,10,10,1030,27.04,1.8,29.7,V,,,,,,,
80,5,15,970,25.37,1.81,30.86,V,,,,,,,
80,5,15,1000,24.9,1.83,30.52,V,,,,,,,
80,5,15,1030,27.35,1.89,24.86,V,,,,,,,
80,15,5,970,25.16,1.67,34.18,V,,,,,,,
80,15,5,1000,25.47,1.69,32.19,V,,,,,,,
80,15,5,1030,28.74,1.74,31.73,V,,,,,,,
80,8,12,970,25.32,1.75,33.14,V,,,,,,,
80,8,12,1000,25.31,1.78,31.71,V,,,,,,,
80,8,12,1030,27.63,1.83,27.48,V,,,,,,,
82,18,0,970,32.56,1.72,31.43,T,,,,,,,
82,18,0,1000,33.98,1.74,30.72,T,,,,,,,
82,18,0,1030,36.44,1.78,29.98,T,,,,,,,
85,15,0,970,33.76,1.74,30.97,T,,,,,,,
85,15,0,1000,35.18,1.76,30.32,T,,,,,,,
85,15,0,1030,36.33,1.81,29.35,T,,,,,,,
88,12,0,970,34.36,1.75,30.76,T,,,,,,,
88,12,0,1000,35.06,1.79,29.54,T,,,,,,,
88,12,0,1030,35.84,1.84,28.52,T,,,,,,,
90,10,0,970,34.08,1.76,30.37,T,,,,,,,
90,10,0,1000,34.74,1.8,29.05,T,,,,,,,
90,10,0,1030,35.36,1.86,27.63,T,,,,,,,
92,2,6,970,26.34,1.79,29.89,V,,,,,,,
92,2,6,1000,27.86,1.84,28.93,V,,,,,,,
92,2,6,1030,29.45,1.92,25.78,V,,,,,,,
95,5,0,970,30.6,1.79,29.85,T,,,,,,,
95,5,0,1000,32.01,1.82,28.3,T,,,,,,,
95,5,0,1030,33.53,1.89,26.3,T,,,,,,,
98,2,0,970,28.13,1.81,29.41,T,,,,,,,
98,2,0,1000,30.2,1.85,27.57,T,,,,,,,
98,2,0,1030,31.97,1.93,25.6,T,,,,,,,
100,0,0,970,26.25,1.82,29.26,T,,,,,,,
100,0,0,1000,28.62,1.87,27.01,T,,,,,,,
100,0,0,1030,30.61,1.95,24.72,T,,,,,,,
